Capri Theatre,"1045 E Fairview Ave, Montgomery, AL 36106, United States",ChIJw4kvGKyBjogR7G3W_kiNVEw,4.7,(334) 262-4858,http://www.capritheatre.org/
Star-Lite Drive-In,"14200 US-84, Newton, AL 36352, United States",ChIJtbRH6QhhkogRIZa_XeNgw-s,4.5,(334) 692-3890,http://vipdrivein.com/
Grand River Drive-In & The Backyard,"1451 Grand River Pkwy, Leeds, AL 35094, United States",ChIJ3XPaM78SiYgRCWb0FPJxSkQ,4.5,(205) 352-9180,https://www.grandriverdrive-in.com/
